Id,SalePrice
1461,123323.11912891541
1462,159519.8477769859
1463,189701.86628341704
1464,196821.40799210052
1465,191796.3785497341
1466,171958.64715187773
1467,172554.3933633069
1468,164136.20064272222
1469,185539.6905225284
1470,123582.65897809349
1471,190188.2586126389
1472,95315.13106360115
1473,96150.14607210204
1474,146594.16700405482
1475,112099.1742495754
1476,363927.0205153898
1477,254978.6106855741
1478,283349.97839237534
1479,272190.46875696915
1480,505180.62712399504
1481,335636.96743358637
1482,209759.03069079365
1483,177464.26361425847
1484,164798.14122405834
1485,185485.72722820385
1486,195834.42912974316
1487,335695.52788148064
1488,228140.95852907543
1489,200718.9872342115
1490,238784.53214036333
1491,195341.86399168705
1492,94524.62224771481
1493,184031.16683592802
1494,284078.8506916011
1495,282714.05615033634
1496,239415.85248237322
1497,179982.776850895
1498,170746.3719773711
1499,160846.13240168712
1500,156511.64038930417
1501,177726.57816489643
1502,145248.55052577966
1503,290349.6314037977
1504,241314.38575385162
1505,226458.10836480497
1506,189844.68579226307
1507,259767.14671361266
1508,201364.07787566492
1509,159673.13486069744
1510,147716.5526308501
1511,153173.89750173656
1512,177244.946034807
1513,141559.59362738763
1514,157213.2826737911
1515,195316.26818562215
1516,152328.1484397212
1517,167246.0888202712
1518,132888.76716227405
1519,220459.89395682138
1520,130997.69228913558
1521,133405.68004451058
1522,176618.79065941123
1523,111590.53259701982
1524,124863.62998960716
1525,121119.28003504634
1526,114090.9053292267
1527,104310.09160787058
1528,130683.79949194979
1529,152482.11763798186
1530,174490.55211480195
1531,112130.18693832985
1532,96604.22657965161
1533,155696.2010209077
1534,120988.00149299881
1535,150030.17465533435
1536,108614.22198120084
1537,64700.10406053252
1538,150223.44272776597
1539,193530.0701732975
1540,94523.47984352261
1541,141288.7795468324
1542,142759.60379200193
1543,200653.50831147682
1544,84596.47550198218
1545,111671.00170973592
1546,136952.94782192327
1547,140665.45944035944
1548,135748.76073897973
1549,116225.93171596144
1550,140382.2876133067
1551,107458.58008339355
1552,143133.3620642183
1553,154772.184808525
1554,116066.73014148492
1555,166892.97990863156
1556,85552.05137461814
1557,106754.01325820538
1558,94311.32210056839
1559,66075.89823762799
1560,136900.15474150097
1561,130221.37094166198
1562,129193.09137753866
1563,122442.54651921555
1564,160159.65701573723
1565,150544.3850364675
1566,236106.41688696574
1567,75108.34827242022
1568,237271.17909532558
1569,135854.5025005263
1570,136781.70563113826
1571,118506.78118371929
1572,146354.22480852326
1573,246879.5578086313
1574,118457.1745356571
1575,232811.35008329514
1576,252404.9590255582
1577,188042.4394013721
1578,139819.90426753985
1579,149775.74087431908
1580,191166.65929132563
1581,155709.95207825332
1582,126147.09708863839
1583,312015.6653449903
1584,225363.44028198862
1585,139721.90254467892
1586,66813.9967475147
1587,98834.507697611
1588,155251.95559889678
1589,98901.66805935373
1590,132550.00431120704
1591,95173.68218349478
1592,114078.00570707141
1593,123304.02103083183
1594,136495.06846103654
1595,112053.88575282009
1596,230862.37478269075
1597,191274.52479479602
1598,211709.76248957132
1599,166728.92568613365
1600,163361.11692813755
1601,63813.743141274725
1602,115220.69336327349
1603,71884.35778089713
1604,268669.5561184719
1605,240028.35991397838
1606,168095.11944027737
1607,175695.74076215166
1608,218057.69200675996
1609,186547.5614047949
1610,153393.35059617143
1611,141086.77919169643
1612,173030.1546752959
1613,169596.0550189587
1614,128032.15286396709
1615,90112.68196258019
1616,75594.24863776781
1617,91448.40378053609
1618,126243.48306456472
1619,142591.91490526078
1620,157509.7950046366
1621,138191.26262362482
1622,140155.33567515266
1623,270518.23196283286
1624,220349.14066721834
1625,117794.99108294019
1626,160980.22119522744
1627,189795.59004193643
1628,276754.1655004361
1629,177171.6149060669
1630,360069.42750217824
1631,222151.749021135
1632,240712.09490770393
1633,170721.69394680412
1634,189242.54192881245
1635,175910.95307962605
1636,152967.92372850448
1637,202046.16993260846
1638,182082.443797354
1639,181909.69003672147
1640,252801.9404109026
1641,175855.71089393098
1642,233892.4568673386
1643,220259.58485226176
1644,233542.86477030333
1645,201990.14427907785
1646,156521.55594584794
1647,150278.83331263877
1648,130804.75175981925
1649,142049.7170185876
1650,113558.34946212085
1651,118591.66001455425
1652,96382.58415650036
1653,98482.63066324653
1654,143576.7882980015
1655,137672.46282422642
1656,140999.41258989778
1657,146903.49554282508
1658,144768.63864681782
1659,117666.62544843413
1660,155381.46531533072
1661,444039.49080347497
1662,382469.5856434142
1663,373672.6723815868
1664,495036.7107871741
1665,295790.64554048236
1666,330715.2240736066
1667,361398.37318696314
1668,331480.6865901663
1669,289353.09017318586
1670,341992.98248388723
1671,267305.1318194035
1672,445788.3465619425
1673,296194.6357831233
1674,242902.24052315397
1675,196832.2625346321
1676,198376.44944478932
1677,226610.5456320918
1678,470964.28988424095
1679,396956.10333242535
1680,341076.4208916578
1681,236208.72977933375
1682,309424.2976899362
1683,183088.75679164985
1684,173109.78371382784
1685,174654.07314205886
1686,169003.870628635
1687,166939.62441518577
1688,191361.5752766786
1689,195575.0661723918
1690,193421.55520522906
1691,183622.8116818886
1692,254039.27880523042
1693,167759.84976694582
1694,181605.36047345333
1695,161908.18213089762
1696,268142.627147588
1697,166491.97582642577
1698,352574.9501573524
1699,322904.43390855496
1700,255496.87396224827
1701,268634.982334027
1702,245186.46796981886
1703,246469.4965817876
1704,276336.2739674938
1705,232693.3684222871
1706,422918.7312425375
1707,214211.41331612726
1708,206123.54080307783
1709,272782.1503054866
1710,221340.13485063222
1711,264905.6073828297
1712,260584.28055176898
1713,268723.4085936678
1714,224727.29097432992
1715,204980.7879616046
1716,181886.72892320296
1717,172855.090053784
1718,135398.0329604356
1719,202788.09551969482
1720,229451.70481173508
1721,161910.35681094535
1722,125789.11475169276
1723,153896.42133470785
1724,208017.84206261093
1725,239147.36684720227
1726,188552.3621075796
1727,156271.5504447719
1728,171065.57344586207
1729,167277.91284831087
1730,154334.75282297272
1731,118927.90400791104
1732,128100.52176146374
1733,115086.11664169923
1734,121492.06914349698
1735,123322.45405026956
1736,112441.52713096586
1737,298287.3454106535
1738,240724.94111271363
1739,249939.39553224028
1740,234982.61633338997
1741,197602.02447095868
1742,172715.51233783728
1743,176136.58832670574
1744,307241.02985058824
1745,216513.220616115
1746,176704.10088322594
1747,216077.63542185104
1748,225348.8982751437
1749,149014.28038176696
1750,124850.2992234024
1751,245281.08401717845
1752,118845.92001451843
1753,150586.5378803261
1754,190103.37262283306
1755,168022.69389335794
1756,124156.42801526461
1757,119902.47487210177
1758,143759.9734876817
1759,159912.68328863985
1760,164050.10972710708
1761,146888.46887808933
1762,185179.60582664702
1763,174011.38084129328
1764,116202.05226125837
1765,165083.1706007959
1766,181332.67281803847
1767,220877.98114729818
1768,144082.6354290475
1769,168924.59374602552
1770,149724.0115956479
1771,122222.81826701296
1772,136045.94967132952
1773,126823.82019127505
1774,142325.88059474443
1775,138711.4991401089
1776,126511.39291601497
1777,109147.33576583707
1778,139809.56501187466
