Id,SalePrice
1461,119761.44597389495
1462,161543.72017774932
1463,189843.86580388123
1464,195591.61131597776
1465,191701.23523914366
1466,172723.1487299628
1467,174981.28683548758
1468,163506.53166546207
1469,187757.672737441
1470,122743.69382531673
1471,194221.11410654234
1472,94004.6893945789
1473,95374.58785413133
1474,147267.15240772796
1475,110964.09314175701
1476,372443.15067015676
1477,250975.60700564733
1478,282248.6773663658
1479,283521.2961136157
1480,492691.98690276104
1481,336043.8566534185
1482,208769.63957102565
1483,179847.5183576243
1484,165315.0596434484
1485,183557.707278579
1486,196989.6679335389
1487,338095.625201568
1488,228664.02596369135
1489,200272.5674171162
1490,237911.21159313223
1491,195487.53644304888
1492,92024.69328105655
1493,176906.0668397274
1494,285388.46003695385
1495,282804.59098486137
1496,238118.64750342962
1497,180316.5660003748
1498,165854.5289876783
1499,160208.99416491066
1500,156456.66798604213
1501,177096.8021606558
1502,143093.26100419444
1503,290775.30236091034
1504,237787.00959116517
1505,227006.4218868852
1506,185888.57519529713
1507,257435.64511102092
1508,196714.96029058116
1509,159450.6247219014
1510,147446.43446240175
1511,152282.3010285839
1512,173931.40285535218
1513,143634.63858700317
1514,153509.42256828392
1515,194007.7210890393
1516,152429.8658990559
1517,167120.9441244654
1518,131088.6606192468
1519,222877.22871848755
1520,131416.51263817243
1521,134441.7995751077
1522,171187.18265214583
1523,112698.48029473604
1524,120684.20888904952
1525,122057.84051065809
1526,111838.94018244056
1527,103544.05558738556
1528,128809.69370377912
1529,151827.98020005872
1530,173407.94392151947
1531,104393.83729042848
1532,95239.66025669349
1533,148897.6253725658
1534,120837.27981320058
1535,153003.89838669458
1536,110057.29994846045
1537,60204.137400418775
1538,147613.7803438314
1539,193447.41244205437
1540,93962.34572344979
1541,137106.19076744193
1542,143151.29033270472
1543,202973.7171373405
1544,82311.85445490005
1545,109371.49567441925
1546,133432.6104257726
1547,134953.33141048573
1548,134566.81724210829
1549,114630.14244602472
1550,136413.82573565928
1551,106488.07819353837
1552,138997.3648220372
1553,156521.8409683375
1554,115606.59121510036
1555,165513.51834202517
1556,85042.92266791653
1557,105138.97756581701
1558,96229.27874470234
1559,74208.64312762128
1560,132797.9455190451
1561,127583.2599102332
1562,127870.12780255631
1563,121101.90848182549
1564,159697.51281151938
1565,151527.49529913111
1566,236637.1036126527
1567,72740.97132401417
1568,234665.1334122704
1569,129805.98566666499
1570,137498.18454126565
1571,121052.06739455045
1572,145421.30022995235
1573,250543.89683360278
1574,118257.38536079465
1575,231679.7163369741
1576,246442.6128068089
1577,187690.80109202562
1578,138957.1709645027
1579,148371.69182175898
1580,190495.84511722656
1581,152840.93554983754
1582,124575.41748496718
1583,312531.84322394413
1584,225422.1547593404
1585,140836.12107682036
1586,66095.1670227351
1587,98075.16368395585
1588,153122.85899587293
1589,95476.66106532681
1590,134184.38757264952
1591,96247.36412324954
1592,114504.18461462451
1593,124153.29614473271
1594,131768.53697420444
1595,110418.41778042275
1596,230013.12862603427
1597,192223.28606851978
1598,211580.6784814005
1599,167634.62807802786
1600,163983.0870385366
1601,64091.13768996288
1602,111274.23004410688
1603,78194.4376853946
1604,264599.89451203775
1605,242633.66155960163
1606,168076.5168282191
1607,168832.51915482388
1608,217069.0225021326
1609,188171.49850240117
1610,152684.93491734884
1611,139918.99927699467
1612,171434.420592417
1613,166926.48778346897
1614,124459.22134317463
1615,87187.9028152641
1616,74411.41133530365
1617,90256.21808360965
1618,124469.22594157822
1619,140240.5674010736
1620,158257.3676077872
1621,138214.89723084646
1622,139365.5596122623
1623,270533.42081513186
1624,221104.13695153507
1625,117618.26777800094
1626,162092.58058150427
1627,191330.73345617915
1628,275569.9708489222
1629,176610.7660130642
1630,368700.8554030697
1631,217211.1502307188
1632,241312.06783977227
1633,169498.24692663565
1634,188966.85496088013
1635,176100.47752253406
1636,152767.5650085893
1637,200021.21564484126
1638,182191.51397050038
1639,182092.45508037825
1640,254783.6505880925
1641,176652.59069198923
1642,233050.15350141388
1643,216768.82339660116
1644,232180.153616288
1645,197513.41207565312
1646,156537.3061320361
1647,154009.07235441078
1648,132391.233630722
1649,139328.19377588027
1650,112200.67838301607
1651,119508.2470370661
1652,95136.12350465042
1653,97301.39399256426
1654,145377.39677996718
1655,137149.57714532578
1656,142107.40466239146
1657,147548.08424421007
1658,145185.22160451947
1659,116981.70739083951
1660,153966.9511560564
1661,454483.47554298793
1662,389212.45950199844
1663,377972.49922130356
1664,490227.1461383984
1665,298354.6772007027
1666,335967.2521582745
1667,378141.6749576114
1668,333941.06099748646
1669,295388.9760988672
1670,341497.36731933895
1671,266199.0471351935
1672,439438.7735641445
1673,294742.33554138336
1674,243298.5650016494
1675,199758.65103760772
1676,200879.04839969505
1677,226008.37776262354
1678,479016.46819532954
1679,402182.1855093257
1680,333904.53382656054
1681,236342.34657742907
1682,313729.82249933126
1683,184976.77753009685
1684,172924.9238730287
1685,172237.894956077
1686,168892.6258731661
1687,168606.31383524564
1688,192203.14878861696
1689,195101.21927740375
1690,193656.75642066618
1691,182364.73445335124
1692,256593.60868902408
1693,166453.7664836942
1694,180963.4544157883
1695,161110.91841520992
1696,269678.98376219807
1697,164412.26543993744
1698,356524.90957352414
1699,314792.96937013575
1700,255815.6430043577
1701,265469.58797414857
1702,246827.34666501213
1703,250689.0216708565
1704,281214.3437089262
1705,231805.73693500482
1706,429589.4095294527
1707,212688.18331626453
1708,205884.33987779205
1709,267005.8975147665
1710,218281.84159951945
1711,266511.0337493674
1712,264094.55354270077
1713,275055.0879790123
1714,225308.02446410066
1715,205771.93344001932
1716,185083.23799154395
1717,172941.0000746541
1718,136318.1959996029
1719,205872.55723871
1720,239318.4940423136
1721,164428.7973143941
1722,127492.84876643757
1723,154912.12024063696
1724,209334.72693201833
1725,238135.9406925452
1726,189260.31798772654
1727,160356.94219278038
1728,173986.13556793108
1729,167579.2203981065
1730,154818.48810818436
1731,121462.55459367551
1732,126488.4292515433
1733,116131.05300704633
1734,121965.04902908142
1735,129811.25562710437
1736,111960.94302747535
1737,300907.569409861
1738,240042.6333222884
1739,259287.69660438958
1740,232299.37539031368
1741,200656.2822567536
1742,174096.11552688622
1743,176996.25402660604
1744,307552.96711054083
1745,221901.01512551412
1746,176922.9557123887
1747,214127.4567836385
1748,228566.60037256381
1749,149271.26284557884
1750,125163.19002286457
1751,244501.44967885895
1752,118451.50548396305
1753,150692.51620380662
1754,187653.4108322805
1755,166307.0545481639
1756,125210.35051078624
1757,121272.02040731472
1758,143789.5277572428
1759,156357.83674173744
1760,164420.18374703117
1761,146299.50786299125
1762,181125.3345030354
1763,178305.94509537093
1764,115662.50307528947
1765,167318.36649635155
1766,181515.29510679102
1767,220386.0122803587
1768,144570.92058157653
1769,170673.997856771
1770,150225.5209662104
1771,121042.12098635889
1772,135766.67986273725
1773,127829.52904302574
1774,139012.4231369054
1775,138803.93665476702
1776,126653.80078959838
1777,110068.90402765105
1778,142780.0338077354
1779,119752.21092766032
1780,171127.7464024413
1781,127263.01854491196
1782,88008.53451500376
1783,142367.8436514387
1784,108508.84336023907
1785,118938.93887371877
1786,134580.59263488295
1787,164012.53089276515
1788,56683.27710211734
1789,96138.7418647936
1790,79280.65430056318
1791,179122.9841542965
1792,157390.1415402526
1793,124412.07362909446
1794,154948.24712382752
